AnoOferecimento;Periodo Oferecimento;Tipo Periodo Oferecimento;Disciplina;NivelDisciplina;Turma;Ano Catalogo Oferecimento;Indicador Quinzenal;Vagas Oferecidas;Total Matriculados;Situacao Oferecimento;Horario Oferecimento;Permite Realocacao
2014;1;S;HL905;G;B  ;2014;0;3;0;0;D;N
2014;1;S;HL905;G;C  ;2014;0;3;0;0;D;N
2014;1;S;HL905;G;D  ;2014;0;3;0;0;D;N
2014;1;S;HL905;G;E  ;2014;0;3;0;0;D;N
2014;1;S;HL905;G;F  ;2014;0;3;0;0;D;N
2014;1;S;HL905;G;G  ;2014;0;3;0;0;D;N
2014;1;S;HL905;G;H  ;2014;0;3;0;0;D;N
2014;1;S;HL905;G;I  ;2014;0;3;1;0;D;N
2014;1;S;HL905;G;J  ;2014;0;3;1;0;D;N
2014;1;S;HL905;G;K  ;2014;0;3;1;0;D;N
2014;1;S;HL905;G;L  ;2014;0;3;0;0;D;N
2014;1;S;HL905;G;M  ;2014;0;3;0;0;D;N
2014;1;S;HL905;G;N  ;2014;0;3;0;0;D;N
2014;1;S;HL905;G;O  ;2014;0;3;0;0;D;N
2014;1;S;HL905;G;P  ;2014;0;3;2;0;D;N
2014;1;S;HL905;G;Q  ;2014;0;3;0;0;D;N
2014;1;S;HL905;G;R  ;2014;0;3;0;0;D;N
2014;1;S;HL905;G;S  ;2014;0;3;0;0;D;N
2014;1;S;HL905;G;T  ;2014;0;3;0;0;D;N
2014;1;S;HL905;G;U  ;2014;0;3;1;0;D;N
2014;1;S;HL905;G;V  ;2014;0;3;0;0;D;N
2014;1;S;HL905;G;W  ;2014;0;3;0;0;D;N
2014;1;S;HL905;G;X  ;2014;0;3;1;0;D;N
2014;1;S;HL905;G;Y  ;2014;0;3;0;0;D;N
2014;1;S;HL905;G;Z  ;2014;0;3;0;0;D;N
2014;1;S;HL906;G;1  ;2014;0;3;0;0;D;N
2014;1;S;HL906;G;2  ;2014;0;3;0;0;D;N
2014;1;S;HL906;G;3  ;2014;0;3;0;0;D;N
2014;1;S;CV722;G;%  ;2014;0;999;0;2;I;N
2014;1;S;HL906;G;5  ;2014;0;3;0;0;D;N
2014;1;S;HL906;G;6  ;2014;0;3;0;0;D;N
2014;1;S;TA221;G;B  ;2014;0;25;5;0;N;N
2014;1;S;HL906;G;A  ;2014;0;3;0;0;D;N
2014;1;S;HL906;G;B  ;2014;0;3;1;0;D;N
2014;1;S;TA623;G;C  ;2014;0;31;26;0;N;N
2014;1;S;HL906;G;D  ;2014;0;3;0;0;D;N
2014;1;S;HL906;G;E  ;2014;0;3;0;0;D;N
2014;1;S;HL906;G;F  ;2014;0;3;0;0;D;N
2014;1;S;HL906;G;G  ;2014;0;3;1;0;D;N
2014;1;S;HL906;G;H  ;2014;0;3;0;0;D;N
2014;1;S;HL906;G;I  ;2014;0;3;0;0;D;N
2014;1;S;HL906;G;J  ;2014;0;3;0;0;D;N
2014;1;S;HL906;G;K  ;2014;0;3;1;0;D;N
2014;1;S;HL906;G;L  ;2014;0;3;1;0;D;N
2014;1;S;HL906;G;M  ;2014;0;3;0;0;D;N
2014;1;S;HL906;G;N  ;2014;0;3;0;0;D;N
2014;1;S;HL906;G;O  ;2014;0;3;0;0;D;N
2014;1;S;HL906;G;P  ;2014;0;3;0;0;D;N
2014;1;S;HL906;G;Q  ;2014;0;3;0;0;D;N
2014;1;S;HL906;G;R  ;2014;0;3;0;0;D;N
2014;1;S;HL906;G;S  ;2014;0;3;1;0;D;N
2014;1;S;HL906;G;T  ;2014;0;3;1;0;D;N
2014;1;S;HL906;G;U  ;2014;0;3;0;0;D;N
2014;1;S;HL906;G;V  ;2014;0;3;0;0;D;N
2014;1;S;HL906;G;W  ;2014;0;3;1;0;D;N
2014;1;S;HL906;G;X  ;2014;0;3;0;0;D;N
2014;1;S;HL906;G;Y  ;2014;0;3;1;0;D;N
2014;1;S;HL906;G;Z  ;2014;0;3;0;0;D;N
2014;1;S;HL907;G;1  ;2014;0;3;0;0;D;N
2014;1;S;HL907;G;2  ;2014;0;3;0;0;D;N
2014;1;S;HL907;G;3  ;2014;0;3;0;0;D;N
2014;1;S;GF505;G;A  ;2014;0;30;9;0;D;N
2014;1;S;HL907;G;5  ;2014;0;3;0;0;D;N
2014;1;S;HL907;G;6  ;2014;0;3;0;0;D;N
2014;1;S;GM861;G;A  ;2014;0;35;21;0;D;N
2014;1;S;HL907;G;A  ;2014;0;3;0;0;D;N
2014;1;S;HL907;G;B  ;2014;0;3;1;0;D;N
2014;1;S;HL907;G;C  ;2014;0;3;0;0;D;N
2014;1;S;HL907;G;D  ;2014;0;3;0;0;D;N
2014;1;S;HL907;G;E  ;2014;0;3;0;0;D;N
2014;1;S;HL907;G;F  ;2014;0;3;0;0;D;N
2014;1;S;HL907;G;G  ;2014;0;3;0;0;D;N
2014;1;S;HL907;G;H  ;2014;0;3;0;0;D;N
2014;1;S;HL907;G;I  ;2014;0;3;0;0;D;N
2014;1;S;HL907;G;J  ;2014;0;3;0;0;D;N
2014;1;S;HL907;G;K  ;2014;0;3;0;0;D;N
2014;1;S;HL907;G;L  ;2014;0;3;0;0;D;N
2014;1;S;HL907;G;M  ;2014;0;3;1;0;D;N
2014;1;S;HL907;G;N  ;2014;0;3;0;0;D;S
2014;1;S;HL907;G;O  ;2014;0;3;2;0;D;N
2014;1;S;HL907;G;P  ;2014;0;3;0;0;D;N
2014;1;S;HL907;G;Q  ;2014;0;3;0;0;D;N
2014;1;S;HL907;G;R  ;2014;0;3;0;0;D;N
2014;1;S;HL907;G;S  ;2014;0;3;0;0;D;N
2014;1;S;HL907;G;T  ;2014;0;3;0;0;D;N
2014;1;S;HL907;G;U  ;2014;0;3;0;0;D;N
2014;1;S;HL907;G;V  ;2014;0;3;0;0;D;N
2014;1;S;HL907;G;W  ;2014;0;3;0;0;D;N
2014;1;S;HL907;G;X  ;2014;0;3;0;0;D;N
2014;1;S;HL907;G;Y  ;2014;0;3;0;0;D;S
2014;1;S;HL907;G;Z  ;2014;0;3;2;0;D;N
2014;1;S;HH709;G;A  ;2014;0;50;17;0;N;N
2014;1;S;HZ060;G;B  ;2014;0;10;0;0;I;N
2014;1;S;HZ060;G;C  ;2014;0;10;0;0;I;N
2014;1;S;HZ060;G;D  ;2014;0;10;0;0;I;N
2014;1;S;HZ060;G;E  ;2014;0;10;0;0;I;N
2014;1;S;HZ061;G;A  ;2014;0;10;0;0;I;N
2014;1;S;HZ061;G;B  ;2014;0;10;0;0;I;N
2014;1;S;HZ061;G;C  ;2014;0;10;0;0;I;N
2014;1;S;HZ061;G;D  ;2014;0;10;0;0;I;N
2014;1;S;HZ061;G;E  ;2014;0;1;0;0;I;N
2014;1;S;HZ103;G;A  ;2014;0;55;43;0;D;N
2014;1;S;HZ103;G;B  ;2014;0;55;21;0;N;N
2014;1;S;HZ141;G;A  ;2014;0;66;66;0;D;N
2014;1;S;HZ141;G;B  ;2014;0;55;67;0;N;N
2014;1;S;MU178;G;LH ;2014;0;10;0;0;I;N
2014;1;S;MU278;G;LH ;2014;0;10;0;0;I;N
2014;1;S;HZ158;G;A  ;2014;0;57;66;0;D;N
2014;1;S;HZ158;G;B  ;2014;0;55;67;0;N;N
2014;1;S;MU378;G;LH ;2014;0;10;0;0;I;N
2014;1;S;MU478;G;LH ;2014;0;10;0;0;I;N
2014;1;S;HZ291;G;A  ;2014;0;92;92;0;D;N
2014;1;S;HZ291;G;B  ;2014;0;70;51;0;N;N
2014;1;S;HZ345;G;A  ;2014;0;55;48;0;D;N
2014;1;S;HZ345;G;B  ;2014;0;55;55;0;N;N
2014;1;S;MU578;G;LH ;2014;0;10;0;0;I;N
2014;1;S;MU678;G;LH ;2014;0;10;0;0;I;N
2014;1;S;HZ358;G;A  ;2014;0;55;52;0;D;N
2014;1;S;HZ358;G;B  ;2014;0;55;55;0;N;N
2014;1;S;HZ363;G;A  ;2013;0;55;49;0;D;N
2014;1;S;HZ363;G;B  ;2013;0;55;52;0;N;N
2014;1;S;MU778;G;LH ;2014;0;10;0;0;I;N
2014;1;S;MU878;G;LH ;2014;0;10;0;0;I;N
2014;1;S;HZ455;G;B  ;2008;0;25;25;0;N;N
2014;1;S;HZ465;G;A  ;2014;0;55;13;0;D;N
2014;1;S;HZ465;G;B  ;2014;0;55;28;0;N;N
2014;1;S;HZ467;G;A  ;2014;0;55;4;0;D;N
2014;1;S;HZ467;G;B  ;2014;0;55;25;0;N;N
2014;1;S;HZ546;G;A  ;2014;0;55;20;0;D;N
2014;1;S;HZ546;G;B  ;2014;0;55;18;0;N;N
2014;1;S;MU472;G;A  ;2014;0;25;0;0;I;N
2014;1;S;HZ555;G;A  ;2014;0;55;41;0;D;N
2014;1;S;HZ555;G;B  ;2014;0;55;34;0;N;N
2014;1;S;MU572;G;A  ;2014;0;25;3;0;I;N
2014;1;S;MU672;G;A  ;2014;0;25;0;0;I;N
2014;1;S;MU772;G;A  ;2014;0;25;0;0;I;N
2014;1;S;MU872;G;A  ;2014;0;10;0;0;I;N
2014;1;S;MU091;G;LH ;2014;0;5;0;0;I;N
2014;1;S;HZ701;G;A  ;2014;0;10;1;0;I;N
2014;1;S;HZ701;G;B  ;2014;0;10;1;0;I;N
2014;1;S;HZ701;G;C  ;2014;0;10;1;0;I;N
2014;1;S;HZ701;G;D  ;2014;0;10;2;0;I;N
2014;1;S;HZ701;G;E  ;2014;0;10;1;0;I;N
2014;1;S;HZ701;G;F  ;2014;0;10;1;0;I;N
2014;1;S;HZ701;G;G  ;2014;0;10;0;0;I;N
2014;1;S;HZ701;G;H  ;2014;0;10;0;0;I;N
2014;1;S;HZ701;G;I  ;2014;0;10;1;0;I;N
2014;1;S;HZ701;G;J  ;2014;0;10;0;0;I;N
2014;1;S;HZ701;G;K  ;2014;0;10;0;0;I;N
2014;1;S;HZ701;G;L  ;2014;0;10;0;0;I;N
2014;1;S;HZ701;G;M  ;2014;0;10;0;0;I;N
2014;1;S;HZ701;G;N  ;2014;0;10;0;0;I;N
2014;1;S;HZ701;G;O  ;2014;0;10;0;0;I;N
2014;1;S;HZ702;G;A  ;2014;0;10;1;0;I;N
2014;1;S;HZ702;G;B  ;2014;0;10;0;0;I;N
2014;1;S;HZ702;G;C  ;2014;0;10;0;0;I;N
2014;1;S;HZ702;G;D  ;2014;0;10;0;0;I;N
2014;1;S;HZ702;G;E  ;2014;0;10;0;0;I;N
2014;1;S;HZ702;G;F  ;2014;0;10;0;0;I;N
2014;1;S;HZ702;G;G  ;2014;0;10;0;0;I;N
2014;1;S;HZ702;G;H  ;2014;0;10;0;0;I;N
2014;1;S;HZ702;G;I  ;2014;0;10;0;0;I;N
2014;1;S;HZ702;G;J  ;2014;0;10;0;0;I;N
2014;1;S;HZ702;G;K  ;2014;0;10;0;0;I;N
2014;1;S;HZ702;G;L  ;2014;0;10;0;0;I;N
2014;1;S;HZ702;G;M  ;2014;0;10;0;0;I;N
2014;1;S;HZ702;G;N  ;2014;0;10;0;0;I;N
2014;1;S;HZ702;G;O  ;2014;0;10;0;0;I;N
2014;1;S;HZ703;G;A  ;2014;0;10;1;0;I;N
2014;1;S;HZ703;G;B  ;2014;0;10;0;0;I;N
2014;1;S;HZ703;G;C  ;2014;0;10;0;0;I;N
2014;1;S;HZ703;G;D  ;2014;0;10;0;0;I;N
2014;1;S;HZ703;G;E  ;2014;0;10;0;0;I;N
2014;1;S;HZ703;G;F  ;2014;0;10;0;0;I;N
2014;1;S;HZ703;G;G  ;2014;0;10;0;0;I;N
2014;1;S;HZ704;G;A  ;2014;0;10;1;0;I;N
2014;1;S;HZ704;G;B  ;2014;0;10;0;0;I;N
2014;1;S;HZ704;G;C  ;2014;0;10;0;0;I;N
2014;1;S;HZ704;G;D  ;2014;0;10;0;0;I;N
2014;1;S;HZ704;G;E  ;2014;0;10;0;0;I;N
2014;1;S;HZ704;G;F  ;2014;0;10;0;0;I;N
2014;1;S;HZ704;G;G  ;2014;0;10;0;0;I;N
2014;1;S;HZ705;G;A  ;2014;0;10;0;0;I;N
2014;1;S;HZ705;G;B  ;2014;0;10;0;0;I;N
2014;1;S;HZ705;G;C  ;2014;0;10;0;0;I;N
2014;1;S;HZ705;G;D  ;2014;0;10;0;0;I;N
2014;1;S;HZ705;G;E  ;2014;0;10;0;0;I;N
2014;1;S;HZ705;G;F  ;2014;0;10;0;0;I;N
2014;1;S;HZ705;G;G  ;2014;0;10;0;0;I;N
2014;1;S;HZ706;G;A  ;2014;0;10;0;0;I;N
2014;1;S;HZ706;G;B  ;2014;0;10;0;0;I;N
2014;1;S;HZ706;G;C  ;2014;0;10;0;0;I;N
2014;1;S;HZ706;G;D  ;2014;0;10;0;0;I;N
2014;1;S;HZ706;G;E  ;2014;0;10;0;0;I;N
2014;1;S;HZ706;G;F  ;2014;0;10;0;0;I;N
2014;1;S;HZ706;G;G  ;2014;0;10;0;0;I;N
2014;1;S;MU093;G;LH ;2014;0;5;0;0;I;N
2014;1;S;HZ832;G;A  ;2014;0;25;18;0;D;S
2014;1;S;HZ832;G;B  ;2014;0;25;3;0;N;S
2014;1;S;MU094;G;LH ;2014;0;5;0;0;I;N
2014;1;S;MU389;G;A  ;2014;0;25;2;0;D;N
2014;1;S;MU199;G;A  ;2014;0;25;1;0;D;N
2014;1;S;TL106;G;A  ;2014;0;81;81;0;D;N
2014;1;S;TL106;G;B  ;2014;0;74;62;0;D;N
2014;1;S;LA907;G;1  ;2014;0;3;0;0;D;N
2014;1;S;AU017;G;A  ;2014;0;35;18;0;N;N
2014;1;S;HZ935;G;A  ;2014;0;10;0;0;I;S
2014;1;S;HZ935;G;B  ;2014;0;10;0;0;I;S
2014;1;S;HZ935;G;C  ;2014;0;10;0;0;I;S
2014;1;S;HZ935;G;D  ;2014;0;10;0;0;I;S
2014;1;S;HZ935;G;E  ;2014;0;10;0;0;I;S
2014;1;S;HZ936;G;A  ;2014;0;1;0;0;I;S
2014;1;S;HZ936;G;B  ;2014;0;10;0;0;I;S
2014;1;S;HZ936;G;C  ;2014;0;10;0;0;I;S
2014;1;S;HZ936;G;D  ;2014;0;10;0;0;I;S
2014;1;S;HZ936;G;E  ;2014;0;10;0;0;I;S
2014;1;S;MU299;G;A  ;2014;0;25;0;0;D;N
2014;1;S;HZ945;G;A  ;2014;0;10;0;0;I;N
2014;1;S;HZ945;G;B  ;2014;0;10;0;0;I;N
2014;1;S;HZ945;G;C  ;2014;0;10;0;0;I;N
2014;1;S;HZ945;G;D  ;2014;0;10;0;0;I;N
2014;1;S;HZ945;G;E  ;2014;0;10;0;0;I;N
2014;1;S;HZ946;G;A  ;2014;0;10;0;0;I;N
2014;1;S;HZ946;G;B  ;2014;0;10;0;0;I;N
2014;1;S;HZ946;G;C  ;2014;0;10;0;0;I;N
2014;1;S;HZ946;G;D  ;2014;0;10;0;0;I;N
2014;1;S;HZ946;G;E  ;2014;0;10;0;0;I;N
2014;1;S;HZ955;G;A  ;2014;0;10;0;0;I;N
2014;1;S;HZ955;G;B  ;2014;0;10;0;0;I;N
2014;1;S;HZ955;G;C  ;2014;0;10;0;0;I;N
2014;1;S;HZ955;G;D  ;2014;0;10;0;0;I;N
2014;1;S;HZ955;G;E  ;2014;0;10;0;0;I;N
2014;1;S;HZ956;G;A  ;2014;0;10;0;0;I;N
2014;1;S;HZ956;G;B  ;2014;0;10;0;0;I;N
2014;1;S;HZ956;G;C  ;2014;0;10;0;0;I;N
2014;1;S;HZ956;G;D  ;2014;0;10;0;0;I;N
2014;1;S;HZ956;G;E  ;2014;0;10;0;0;I;N
2014;1;S;HZ963;G;A  ;2014;0;10;1;0;I;N
2014;1;S;HZ963;G;B  ;2014;0;10;0;0;I;N
2014;1;S;HZ963;G;C  ;2014;0;10;0;0;I;N
2014;1;S;HZ963;G;D  ;2014;0;10;0;0;I;N
2014;1;S;HZ963;G;E  ;2014;0;1;0;0;I;N
2014;1;S;MU092;G;LH ;2014;0;5;0;0;I;N
2014;1;S;HZ965;G;A  ;2014;0;1;0;0;I;N
2014;1;S;HZ965;G;B  ;2014;0;10;0;0;I;N
2014;1;S;HZ965;G;C  ;2014;0;10;0;0;I;N
2014;1;S;HZ965;G;D  ;2014;0;10;0;0;I;N
2014;1;S;HZ965;G;E  ;2014;0;10;0;0;I;N
2014;1;S;LA071;G;A  ;2014;0;23;23;0;D;N
2014;1;S;LA071;G;C  ;2014;0;20;20;0;N;N
2014;1;S;TT304;T;A  ;2014;0;60;42;0;D;N
2014;1;S;LA083;G;B  ;2014;0;36;36;0;D;N
2014;1;S;LA083;G;C  ;2014;0;36;35;0;D;N
2014;1;S;LA083;G;D  ;2014;0;36;30;0;D;N
2014;1;S;LA091;G;A  ;2014;0;30;30;0;D;S
2014;1;S;LA091;G;B  ;2014;0;32;32;0;D;S
2014;1;S;LA091;G;C  ;2014;0;30;29;0;D;S
2014;1;S;LA091;G;D  ;2014;0;30;30;0;D;S
2014;1;S;LA093;G;A  ;2014;0;30;30;0;D;S
2014;1;S;LA093;G;B  ;2014;0;30;29;0;D;S
2014;1;S;LA093;G;C  ;2014;0;30;23;0;D;S
2014;1;S;LA093;G;D  ;2014;0;30;8;0;D;S
2014;1;S;LA104;G;A  ;2014;0;45;37;0;D;N
2014;1;S;LA104;G;C  ;2014;0;50;36;0;N;N
2014;1;S;LA112;G;B  ;2014;0;22;19;0;D;S
2014;1;S;LA112;G;D  ;2014;0;22;19;0;D;S
2014;1;S;LA113;G;A  ;2014;0;20;20;0;D;N
2014;1;S;LA113;G;B  ;2014;0;20;20;0;D;N
2014;1;S;SI350;G;A  ;2014;0;50;35;0;D;N
2014;1;S;LA114;G;B  ;2014;0;21;21;0;D;N
2014;1;S;TT314;G;A  ;2014;0;50;25;0;D;N
2014;1;S;LA115;G;A  ;2014;0;20;10;0;D;S
2014;1;S;LA115;G;B  ;2014;0;20;16;0;D;S
2014;1;S;TT311;G;A  ;2014;0;50;41;0;D;N
2014;1;S;LA117;G;A  ;2014;0;24;1;0;D;S
2014;1;S;LA119;G;A  ;2014;0;21;21;0;D;N
2014;1;S;HG910;G;A  ;2014;0;45;30;0;D;N
2014;1;S;LA122;G;J  ;2014;0;30;21;0;D;S
2014;1;S;LA122;G;T  ;2014;0;30;22;0;D;S
2014;1;S;LA122;G;V  ;2014;0;30;20;0;N;S
2014;1;S;LA138;G;A  ;2014;0;24;7;0;D;N
2014;1;S;LA167;G;A  ;2014;0;22;0;0;D;S
2014;1;S;LA167;G;B  ;2014;0;22;0;0;D;S
2014;1;S;LA211;G;A  ;2014;0;20;12;0;D;S
2014;1;S;LA211;G;B  ;2014;0;20;17;0;D;S
2014;1;S;LA212;G;A  ;2014;0;22;22;0;D;S
2014;1;S;LA212;G;C  ;2014;0;22;22;0;N;S
2014;1;S;LA213;G;A  ;2014;0;20;16;0;D;S
2014;1;S;LA213;G;B  ;2014;0;20;15;0;D;S
2014;1;S;LA213;G;C  ;2014;0;20;20;0;N;S
2014;1;S;LA213;G;D  ;2014;0;26;11;0;D;S
2014;1;S;LA214;G;A  ;2014;0;22;19;0;D;S
2014;1;S;LA214;G;B  ;2014;0;22;8;0;D;S
2014;1;S;LA214;G;C  ;2014;0;22;19;0;N;S
2014;1;S;TT310;G;A  ;2014;0;40;36;0;D;N
2014;1;S;TT312;G;A  ;2014;0;50;33;0;D;N
2014;1;S;LA215;G;A  ;2014;0;20;20;0;D;S
2014;1;S;HG911;G;A  ;2014;0;45;18;0;N;N
2014;1;S;LA217;G;A  ;2014;0;22;0;0;D;S
2014;1;S;LA218;G;A  ;2014;0;24;22;0;D;S
2014;1;S;TT313;G;A  ;2014;0;45;18;0;D;N
2014;1;S;LA218;G;C  ;2014;0;24;17;0;N;S
2014;1;S;LA219;G;A  ;2014;0;22;17;0;D;S
2014;1;S;LA219;G;B  ;2014;0;22;14;0;D;S
2014;1;S;LA219;G;C  ;2014;0;22;11;0;N;S
2014;1;S;HG516;G;A  ;2014;0;45;21;0;D;N
2014;1;S;LA222;G;C  ;2014;0;30;14;0;D;N
2014;1;S;LA222;G;D  ;2014;0;0;0;0;D;N
2014;1;S;HG510;G;A  ;2014;0;45;12;0;D;N
2014;1;S;ST767;T;A  ;2014;0;20;15;0;N;N
2014;1;S;LA267;G;A  ;2014;0;22;0;0;D;N
2014;1;S;LA267;G;B  ;2014;0;22;0;0;D;N
2014;1;S;LA303;G;A  ;2014;0;55;28;0;D;N
2014;1;S;LA303;G;C  ;2014;0;50;40;0;N;N
2014;1;S;LA312;G;B  ;2014;0;22;10;0;D;S
2014;1;S;HG844;G;A  ;2014;0;45;17;0;D;N
2014;1;S;LA312;G;E  ;2014;0;22;20;0;D;S
2014;1;S;ST729;T;A  ;2014;0;15;12;0;N;N
2014;1;S;LA313;G;A  ;2014;0;20;20;0;D;N
2014;1;S;LA317;G;A  ;2014;0;22;0;0;D;S
2014;1;S;SI304;G;A  ;2014;0;35;33;0;N;N
2014;1;S;LA319;G;B  ;2014;0;22;14;0;D;S
2014;1;S;LA411;G;A  ;2014;0;0;0;0;D;S
2014;1;S;LA411;G;B  ;2014;0;20;20;0;D;S
2014;1;S;LA412;G;A  ;2014;0;22;12;0;D;S
2014;1;S;LA412;G;B  ;2014;0;22;22;0;D;S
2014;1;S;LA412;G;C  ;2014;0;22;10;0;N;S
2014;1;S;SI304;G;B  ;2014;0;35;24;0;D;N
2014;1;S;SI010;G;A  ;2014;0;35;31;0;N;N
2014;1;S;LA413;G;A  ;2014;0;20;18;0;D;S
2014;1;S;LA413;G;B  ;2014;0;20;17;0;D;S
2014;1;S;LA413;G;C  ;2014;0;20;20;0;N;S
2014;1;S;LA414;G;A  ;2014;0;22;4;0;D;S
2014;1;S;LA414;G;C  ;2014;0;22;18;0;N;S
2014;1;S;LA119;G;C  ;2014;0;22;22;0;D;N
2014;1;S;LA418;G;A  ;2014;0;24;13;0;D;N
2014;1;S;LA418;G;C  ;2014;0;0;0;0;N;N
2014;1;S;LA419;G;A  ;2014;0;22;13;0;D;S
2014;1;S;LA419;G;C  ;2014;0;0;0;0;N;S
2014;1;S;SI404;G;A  ;2014;0;35;32;0;N;N
2014;1;S;ST047;T;A  ;2014;0;25;5;0;N;N
2014;1;S;LA512;G;A  ;2014;0;22;15;0;N;S
2014;1;S;LA512;G;B  ;2014;0;22;22;0;D;S
2014;1;S;ST739;T;A  ;2014;0;15;4;0;N;N
2014;1;S;ST730;T;A  ;2014;0;15;11;0;N;N
2014;1;S;EB502;G;A  ;2014;0;55;35;0;D;N
2014;1;S;EB205;G;A  ;2014;0;55;39;0;N;N
2014;1;S;LA611;G;A  ;2014;0;20;9;0;D;N
2014;1;S;LA612;G;A  ;2014;0;22;23;0;D;S
2014;1;S;HG644;G;A  ;2014;0;45;20;0;D;N
2014;1;S;LA614;G;A  ;2014;0;0;0;0;D;S
2014;1;S;LA842;G;C  ;2014;0;45;18;0;N;N
2014;1;S;FA780;G;B  ;2014;0;14;14;0;D;N
2014;1;S;ST737;T;A  ;2014;0;5;2;0;N;N
2014;1;S;ST736;T;A  ;2014;0;5;2;0;N;N
2014;1;S;LA904;G;A  ;2014;0;3;0;0;D;N
2014;1;S;LA904;G;B  ;2014;0;3;1;0;D;N
2014;1;S;LA904;G;D  ;2014;0;3;0;0;D;N
2014;1;S;LA904;G;E  ;2014;0;3;0;0;D;N
2014;1;S;LA904;G;F  ;2014;0;3;0;0;D;N
2014;1;S;LA904;G;G  ;2014;0;3;0;0;D;N
2014;1;S;FA081;G;A  ;2014;0;0;0;0;D;N
2014;1;S;LA904;G;I  ;2014;0;3;0;0;D;N
2014;1;S;LA904;G;J  ;2014;0;3;0;0;D;N
2014;1;S;LA904;G;K  ;2014;0;3;0;0;D;N
2014;1;S;LA904;G;M  ;2014;0;3;2;0;D;N
2014;1;S;LA904;G;N  ;2014;0;6;6;0;D;N
2014;1;S;LA904;G;O  ;2014;0;3;2;0;D;N
2014;1;S;LA904;G;P  ;2014;0;3;0;0;D;N
2014;1;S;LA905;G;2  ;2014;0;3;0;0;D;N
2014;1;S;LA905;G;A  ;2014;0;3;0;0;D;N
2014;1;S;LA905;G;B  ;2014;0;3;1;0;D;N
2014;1;S;LA905;G;D  ;2014;0;3;0;0;D;N
2014;1;S;LA905;G;E  ;2014;0;3;0;0;D;N
2014;1;S;LA905;G;F  ;2014;0;3;2;0;D;N
2014;1;S;LA905;G;G  ;2014;0;3;0;0;D;N
2014;1;S;CE542;G;C  ;2014;0;35;47;0;N;N
2014;1;S;LA905;G;I  ;2014;0;3;0;0;D;N
2014;1;S;LA905;G;J  ;2014;0;3;0;0;D;N
2014;1;S;LA905;G;K  ;2014;0;3;0;0;D;N
2014;1;S;LA905;G;M  ;2014;0;3;2;0;D;N
2014;1;S;LA905;G;N  ;2014;0;3;2;0;D;N
2014;1;S;LA905;G;O  ;2014;0;3;0;0;D;N
2014;1;S;LA905;G;P  ;2014;0;3;1;0;D;N
2014;1;S;LA906;G;1  ;2014;0;3;2;0;D;N
2014;1;S;LA906;G;2  ;2014;0;3;0;0;D;N
2014;1;S;LA906;G;3  ;2014;0;3;0;0;D;N
2014;1;S;LA906;G;A  ;2014;0;3;0;0;I;N
2014;1;S;LA906;G;B  ;2014;0;3;0;0;D;N
2014;1;S;LA906;G;D  ;2014;0;3;2;0;I;N
2014;1;S;LA906;G;E  ;2014;0;3;0;0;D;N
2014;1;S;LA906;G;F  ;2014;0;3;0;0;D;N
2014;1;S;LA906;G;G  ;2014;0;3;0;0;D;N
2014;1;S;CE622;G;C  ;2009;0;1;3;0;N;N
2014;1;S;LA906;G;I  ;2014;0;3;0;0;D;N
2014;1;S;LA906;G;J  ;2014;0;3;0;0;D;N
2014;1;S;LA906;G;K  ;2014;0;3;1;0;D;N
2014;1;S;LA906;G;M  ;2014;0;3;0;0;D;N
2014;1;S;LA906;G;N  ;2014;0;6;4;0;D;N
2014;1;S;LA906;G;O  ;2014;0;3;1;0;D;N
2014;1;S;LA906;G;P  ;2014;0;3;1;0;D;N
2014;1;S;LA907;G;A  ;2014;0;3;0;0;D;N
2014;1;S;LA907;G;B  ;2014;0;3;0;0;D;N
2014;1;S;LA907;G;D  ;2014;0;3;1;0;D;N
2014;1;S;LA907;G;E  ;2014;0;3;0;0;D;N
2014;1;S;LA907;G;F  ;2014;0;3;0;0;D;N
2014;1;S;LA907;G;G  ;2014;0;3;2;0;D;N
2014;1;S;ST067;T;A  ;2014;0;80;36;0;D;N
2014;1;S;LA907;G;I  ;2014;0;3;0;0;D;N
2014;1;S;LA907;G;J  ;2014;0;3;0;0;D;N
2014;1;S;LA907;G;K  ;2014;0;3;0;0;D;N
2014;1;S;LA907;G;M  ;2014;0;3;0;0;D;N
2014;1;S;LA907;G;N  ;2014;0;3;2;0;D;N
2014;1;S;LA907;G;O  ;2014;0;3;0;0;D;N
2014;1;S;LA907;G;P  ;2014;0;3;1;0;D;N
2014;1;S;GL800;G;V  ;2014;0;5;0;0;I;N
2014;1;S;LE100;G;A  ;2014;0;63;64;0;D;S
2014;1;S;LE100;G;B  ;2014;0;63;64;0;D;S
2014;1;S;LE101;G;A  ;2014;0;130;140;0;D;S
2014;1;S;LE103;G;A  ;2014;0;63;64;0;D;S
2014;1;S;LE103;G;B  ;2014;0;63;64;0;D;S
2014;1;S;LE105;G;A  ;2014;0;130;128;0;D;S
2014;1;S;LE106;G;A  ;2014;0;130;136;0;D;N
2014;1;S;GL800;G;X  ;2014;0;5;0;0;I;N
2014;1;S;LE300;G;A  ;2014;0;130;93;0;D;S
2014;1;S;LE301;G;A  ;2014;0;130;136;0;D;S
2014;1;S;GL800;G;Y  ;2014;0;5;1;0;I;N
2014;1;S;LE302;G;A  ;2014;0;40;40;0;D;S
2014;1;S;LE302;G;B  ;2014;0;34;40;0;D;S
